Local time in Braganca,temp,RH,wind,rain,month,day,class
2016-10-28 22:00:00,15.0,75.0,0.0,0.0,10,5,0
2018-07-30 11:00:00,24.4,52.0,3.0,0.0,7,1,0
2017-09-18 22:00:00,14.0,73.0,2.0,0.0,9,1,0
2018-11-15 06:00:00,9.6,94.0,0.0,2.0,11,4,0
2017-08-07 22:00:00,15.1,68.0,4.0,0.0,8,1,0
2017-11-02 20:00:00,11.4,97.0,0.0,0.0,11,4,0
2018-09-15 09:00:00,20.8,63.0,1.0,0.0,9,6,0
2016-01-19 03:00:00,3.1,83.0,1.0,0.0,1,2,0
2016-01-14 21:00:00,7.6,90.0,1.0,0.2,1,4,0
2018-12-14 18:00:00,7.3,85.0,2.0,0.0,12,5,0
2016-12-30 23:00:00,0.4,90.0,0.0,0.0,12,5,0
2018-06-04 08:00:00,11.9,79.0,2.0,0.0,6,1,0
2018-07-07 07:00:00,17.7,72.0,0.0,0.0,7,6,0
2017-10-03 23:00:00,19.0,48.0,2.0,0.0,10,2,0
2016-04-28 07:00:00,9.1,81.0,1.0,0.0,4,4,0
2016-03-22 22:00:00,7.6,74.0,3.0,0.0,3,2,0
2018-10-29 04:00:00,2.5,80.0,5.0,0.0,10,1,0
2016-10-13 00:00:00,10.5,97.0,0.0,2.0,10,4,0
2018-05-06 08:00:00,15.0,64.0,1.0,0.0,5,7,0
2016-03-20 20:00:00,8.8,71.0,1.0,0.0,3,7,0
2016-09-26 11:00:00,18.8,56.0,1.0,0.0,9,1,0
2016-04-22 19:00:00,12.6,65.0,4.0,0.0,4,5,0
2016-10-22 02:00:00,9.8,89.0,0.0,0.0,10,6,0
2018-07-25 23:00:00,21.2,74.0,3.0,0.0,7,3,0
2016-11-03 13:00:00,17.5,61.0,2.0,0.0,11,4,0
2018-06-02 01:00:00,11.3,84.0,1.0,0.0,6,6,0
2017-08-08 17:00:00,24.8,23.0,4.0,0.0,8,2,0
2018-04-08 20:00:00,6.0,89.0,4.0,0.1,4,7,0
2018-04-25 01:00:00,13.7,79.0,1.0,0.0,4,3,0
2016-02-18 17:00:00,1.8,95.0,1.0,0.8,2,4,0
2018-07-10 05:00:00,16.9,72.0,1.0,0.0,7,2,0
2016-01-10 01:00:00,6.4,94.0,1.0,3.0,1,7,0
2018-07-18 21:00:00,20.8,74.0,3.0,0.0,7,3,0
2017-01-11 19:00:00,11.3,81.0,1.0,0.0,1,3,0
2017-11-29 00:00:00,0.0,92.0,2.0,0.0,11,3,0
2016-12-03 19:00:00,10.1,72.0,1.0,0.0,12,6,0
2017-08-16 09:00:00,21.5,55.0,1.0,0.0,8,3,0
2016-09-14 14:00:00,14.3,58.0,4.0,0.0,9,3,0
2016-04-08 13:00:00,13.5,37.0,1.0,0.0,4,5,0
2016-06-15 02:00:00,11.3,81.0,3.0,0.0,6,3,0
2016-04-08 17:00:00,12.1,48.0,6.0,0.0,4,5,0
2017-07-04 15:00:00,32.9,18.0,5.0,0.0,7,2,0
2016-07-10 15:00:00,32.4,28.0,4.0,0.0,7,7,0
2017-09-05 17:00:00,29.1,22.0,5.0,0.0,9,2,0
2018-07-04 03:00:00,15.3,84.0,2.0,0.0,7,3,0
2018-07-30 18:00:00,25.5,51.0,4.0,0.0,7,1,0
2016-09-28 04:00:00,14.2,78.0,1.0,0.0,9,3,0
2018-04-03 22:00:00,5.1,89.0,4.0,2.0,4,2,0
2017-12-14 18:00:00,11.1,85.0,4.0,0.8,12,4,0
2018-09-05 09:00:00,18.7,65.0,2.0,0.0,9,3,0
2017-12-03 19:00:00,3.9,65.0,0.0,0.0,12,7,0
2018-01-09 03:00:00,-1.5,94.0,0.0,0.0,1,2,0
2018-04-19 04:00:00,9.1,85.0,0.0,0.0,4,4,0
2018-11-23 05:00:00,4.6,94.0,1.0,0.1,11,5,0
2016-12-10 20:00:00,7.4,91.0,1.0,0.0,12,6,0
2016-09-15 20:00:00,13.5,73.0,2.0,0.0,9,4,0
2016-12-27 17:00:00,7.1,80.0,0.0,0.0,12,2,0
2016-06-26 14:00:00,25.4,28.0,2.0,0.0,6,7,0
2018-04-02 01:00:00,11.8,60.0,4.0,0.0,4,1,0
2017-02-10 06:00:00,2.0,97.0,1.0,0.2,2,5,0
2017-08-27 18:00:00,22.1,62.0,2.0,4.0,8,7,0
2016-07-26 02:00:00,21.2,55.0,2.0,0.0,7,2,0
2017-12-16 00:00:00,3.6,78.0,2.0,0.0,12,6,0
2018-11-01 20:00:00,8.4,93.0,2.0,0.0,11,4,0
2016-02-25 19:00:00,7.0,88.0,3.0,0.2,2,4,0
2016-07-30 16:00:00,31.8,27.0,3.0,0.0,7,6,0
2018-11-19 20:00:00,9.9,85.0,1.0,0.0,11,1,0
2017-06-08 03:00:00,13.4,77.0,0.0,0.0,6,4,0
2017-03-14 20:00:00,13.8,53.0,2.0,0.0,3,2,0
2017-11-20 07:00:00,-2.7,88.0,1.0,0.0,11,1,0
2017-01-10 01:00:00,2.9,91.0,0.0,0.0,1,2,0
2016-04-24 12:00:00,14.7,54.0,1.0,0.0,4,7,0
2016-09-29 12:00:00,25.1,30.0,2.0,0.0,9,4,0
2017-10-18 02:00:00,10.0,97.0,1.0,0.5,10,3,0
2016-05-23 10:00:00,13.0,52.0,2.0,0.0,5,1,0
2016-02-10 12:00:00,14.2,68.0,11.0,0.1,2,3,0
2016-12-17 20:00:00,7.0,81.0,1.0,0.0,12,6,0
2016-02-14 00:00:00,7.3,74.0,10.0,2.0,2,7,0
2018-02-05 00:00:00,0.2,75.0,1.0,0.0,2,1,0
2017-07-03 07:00:00,18.6,61.0,1.0,0.0,7,1,0
2017-06-15 11:00:00,30.1,36.0,2.0,0.0,6,4,0
2016-08-14 11:00:00,29.6,30.0,2.0,0.0,8,7,0
2018-12-05 14:00:00,7.2,99.0,2.0,0.0,12,3,0
2016-12-06 16:00:00,14.2,66.0,1.0,0.0,12,2,0
2017-08-11 07:00:00,12.3,65.0,0.0,0.0,8,5,0
2017-04-22 11:00:00,19.4,29.0,1.0,0.0,4,6,0
2016-04-24 00:00:00,7.5,92.0,1.0,0.3,4,7,0
2018-01-02 15:00:00,10.4,99.0,2.0,0.1,1,2,0
2018-03-22 15:00:00,12.9,34.0,2.0,0.0,3,4,0
2017-06-27 19:00:00,15.8,85.0,3.0,0.4,6,2,0
2018-09-06 09:00:00,17.7,62.0,1.0,0.0,9,4,0
2016-02-19 03:00:00,-2.1,96.0,1.0,0.0,2,5,0
2017-04-04 07:00:00,5.7,78.0,1.0,0.0,4,2,0
2018-07-01 23:00:00,14.0,96.0,1.0,0.0,7,7,0
2017-11-28 02:00:00,-2.1,97.0,0.0,0.0,11,2,0
2018-10-07 22:00:00,10.0,55.0,1.0,0.0,10,7,0
2017-08-09 00:00:00,13.7,62.0,3.0,0.0,8,3,0
2017-11-28 21:00:00,2.7,86.0,0.0,0.0,11,2,0
2018-05-14 22:00:00,13.7,37.0,1.0,0.0,5,1,0
2016-08-02 02:00:00,18.7,57.0,1.0,0.0,8,2,0
2016-12-18 14:00:00,10.1,57.0,4.0,0.0,12,7,0
2016-02-28 14:00:00,10.1,49.0,5.0,0.0,2,7,0
2016-02-11 02:00:00,10.2,91.0,6.0,0.1,2,4,0
2016-11-08 10:00:00,8.1,64.0,3.0,0.0,11,2,0
2016-06-30 16:00:00,28.7,29.0,3.0,0.0,6,4,0
2018-05-31 08:00:00,11.9,78.0,2.0,0.0,5,4,0
2018-02-26 03:00:00,-0.8,67.0,0.0,0.0,2,1,0
2016-09-11 02:00:00,17.1,77.0,1.0,0.0,9,7,0
2018-04-16 23:00:00,8.2,73.0,1.0,0.0,4,1,0
2016-08-27 14:00:00,31.5,28.0,5.0,0.0,8,6,0
2016-10-26 21:00:00,15.5,75.0,1.0,0.0,10,3,0
2017-09-17 08:00:00,6.0,72.0,0.0,0.0,9,7,0
2017-10-14 04:00:00,9.2,65.0,0.0,0.0,10,6,0
2017-03-11 19:00:00,12.5,62.0,6.0,0.0,3,6,0
2018-06-03 20:00:00,12.9,68.0,5.0,0.0,6,7,0
2016-05-02 03:00:00,5.8,63.0,1.0,0.0,5,1,0
2016-08-28 03:00:00,16.6,71.0,1.0,0.0,8,7,0
2018-05-30 23:00:00,12.7,78.0,4.0,0.0,5,3,0
2017-10-12 11:00:00,21.3,21.0,1.0,0.0,10,4,0
2016-04-21 00:00:00,8.7,97.0,2.0,8.0,4,4,0
2016-12-04 20:00:00,10.9,86.0,2.0,0.0,12,7,0
2017-02-25 14:00:00,17.0,42.0,3.0,0.0,2,6,0
2018-11-17 10:00:00,10.9,84.0,1.0,0.0,11,6,0
2016-12-10 13:00:00,10.3,74.0,1.0,0.0,12,6,0
2016-10-05 08:00:00,11.3,82.0,0.0,0.0,10,3,0
2018-07-21 11:00:00,22.0,54.0,2.0,0.0,7,6,0
2016-09-24 17:00:00,22.9,38.0,2.0,0.0,9,6,0
2018-02-04 18:00:00,4.9,49.0,3.0,0.0,2,7,0
2018-05-13 15:00:00,11.7,60.0,4.0,0.0,5,7,0
2018-03-29 23:00:00,3.5,88.0,5.0,1.0,3,4,0
2017-06-26 11:00:00,23.5,56.0,3.0,0.0,6,1,0
2017-05-02 02:00:00,9.0,85.0,0.0,0.0,5,2,0
2016-03-06 11:00:00,6.0,71.0,4.0,0.0,3,7,0
2018-12-24 00:00:00,4.4,98.0,0.0,0.0,12,1,0
2016-04-18 04:00:00,5.6,90.0,0.0,0.0,4,1,0
2018-06-07 11:00:00,14.1,85.0,1.0,0.4,6,4,0
2017-08-18 20:00:00,24.3,41.0,4.0,0.0,8,5,0
2017-11-29 23:00:00,-0.4,75.0,2.0,0.0,11,3,0
2016-02-05 19:00:00,8.6,61.0,2.0,0.0,2,5,0
2016-12-21 20:00:00,5.4,92.0,0.0,0.0,12,3,0
2016-04-15 08:00:00,7.7,99.0,0.0,2.0,4,5,0
2018-03-21 01:00:00,-0.5,72.0,2.0,0.0,3,3,0
2017-12-22 12:00:00,9.2,66.0,1.0,0.0,12,5,0
2017-02-28 09:00:00,7.1,85.0,6.0,0.0,2,2,0
2018-05-10 00:00:00,11.5,56.0,0.0,0.0,5,4,0
2017-11-02 17:00:00,12.1,96.0,1.0,2.0,11,4,0
2018-06-08 23:00:00,9.4,95.0,1.0,0.0,6,5,0
2016-04-03 12:00:00,7.0,78.0,4.0,2.0,4,7,0
2017-07-21 13:00:00,26.0,28.0,4.0,0.0,7,5,0
2018-06-22 03:00:00,18.5,82.0,0.0,0.0,6,5,0
2017-07-23 09:00:00,19.3,52.0,1.0,0.0,7,7,0
2017-06-26 14:00:00,26.8,43.0,3.0,0.0,6,1,0
2018-10-07 05:00:00,2.3,93.0,0.0,0.0,10,7,0
2018-04-09 10:00:00,4.6,96.0,0.0,0.5,4,1,0
2018-08-07 20:00:00,21.1,44.0,3.0,0.0,8,2,0
2016-12-18 13:00:00,10.0,58.0,4.0,0.0,12,7,0
2018-06-18 23:00:00,20.0,61.0,4.0,0.0,6,1,0
2018-02-20 20:00:00,9.4,53.0,2.0,0.0,2,2,0
2016-10-14 01:00:00,11.1,79.0,3.0,0.0,10,5,0
2016-01-05 10:00:00,3.4,83.0,3.0,0.0,1,2,0
2018-05-11 19:00:00,16.7,57.0,6.0,0.0,5,5,0
2017-10-06 19:00:00,22.3,24.0,0.0,0.0,10,5,0
2018-02-01 12:00:00,7.5,58.0,7.0,0.0,2,4,0
2018-02-20 22:00:00,7.1,62.0,1.0,0.0,2,2,0
2016-01-04 19:00:00,6.5,95.0,4.0,0.0,1,1,0
2017-04-21 01:00:00,10.9,40.0,3.0,0.0,4,5,0
2016-10-10 13:00:00,18.7,41.0,1.0,0.0,10,1,0
2017-04-20 08:00:00,8.2,48.0,4.0,0.0,4,4,0
2016-05-21 00:00:00,18.2,58.0,1.0,0.0,5,6,0
2016-10-18 21:00:00,15.1,84.0,1.0,0.0,10,2,0
2018-01-30 13:00:00,13.6,40.0,1.0,0.0,1,2,0
2017-08-13 15:00:00,32.5,15.0,1.0,0.0,8,7,0
2016-09-27 01:00:00,13.9,81.0,3.0,0.0,9,2,0
2016-01-27 07:00:00,4.8,98.0,0.0,0.0,1,3,0
2018-12-11 15:00:00,11.1,67.0,1.0,0.0,12,2,0
2018-01-12 17:00:00,3.6,85.0,0.0,0.0,1,5,0
2016-05-09 03:00:00,9.0,93.0,2.0,0.0,5,1,0
2017-02-21 00:00:00,7.7,60.0,2.0,0.0,2,2,0
2018-08-16 04:00:00,17.1,67.0,2.0,0.0,8,4,0
2018-03-03 21:00:00,4.5,95.0,3.0,16.0,3,6,0
2016-12-05 03:00:00,10.1,88.0,1.0,0.0,12,1,0
2018-04-13 05:00:00,4.8,98.0,0.0,0.1,4,5,0
2017-05-31 02:00:00,15.8,75.0,2.0,0.0,5,3,0
2016-12-12 01:00:00,4.4,97.0,1.0,0.0,12,1,0
2018-12-27 04:00:00,-0.1,99.0,0.0,0.0,12,4,0
2018-09-27 23:00:00,17.5,67.0,0.0,0.0,9,4,0
2018-04-30 15:00:00,13.2,53.0,4.0,0.0,4,1,0
2018-01-24 01:00:00,4.0,89.0,1.0,0.0,1,3,0
2018-11-03 18:00:00,13.5,64.0,0.0,0.0,11,6,0
2018-04-04 16:00:00,12.5,67.0,3.0,0.2,4,3,0
2017-03-28 18:00:00,14.4,49.0,4.0,0.0,3,2,0
2016-08-20 17:00:00,26.2,29.0,3.0,0.0,8,6,0
2017-04-11 20:00:00,18.9,21.0,2.0,0.0,4,2,0
2017-08-02 04:00:00,11.1,66.0,1.0,0.0,8,3,0
2018-09-05 01:00:00,17.2,81.0,2.0,0.0,9,3,0
2016-07-27 22:00:00,25.8,36.0,1.0,0.0,7,3,0
2018-08-29 23:00:00,19.0,61.0,2.0,0.0,8,3,0
2016-09-13 15:00:00,15.0,69.0,6.0,0.7,9,2,0
2017-08-14 10:00:00,25.7,36.0,1.0,0.0,8,1,0
2018-02-15 06:00:00,9.1,97.0,3.0,1.0,2,4,0
2016-08-08 11:00:00,31.8,21.0,3.0,0.0,8,1,0
2016-11-03 00:00:00,9.6,93.0,0.0,0.0,11,4,0
2018-06-06 20:00:00,16.2,66.0,3.0,0.0,6,3,0
2017-02-15 17:00:00,12.9,59.0,1.0,0.0,2,3,0
2016-12-19 11:00:00,4.3,54.0,0.0,0.0,12,1,0
2017-09-23 00:00:00,15.3,56.0,1.0,0.0,9,6,0
2017-09-22 03:00:00,13.8,73.0,1.0,0.0,9,5,0
2018-11-18 04:00:00,9.6,82.0,3.0,0.0,11,7,0
2017-07-04 03:00:00,19.5,45.0,1.0,0.0,7,2,0
2016-08-01 13:00:00,30.2,27.0,2.0,0.0,8,1,0
2017-03-13 21:00:00,9.4,51.0,4.0,0.0,3,1,0
2017-10-27 22:00:00,18.1,40.0,1.0,0.0,10,5,0
2016-01-18 18:00:00,4.9,79.0,2.0,0.3,1,1,0
2018-07-12 06:00:00,15.2,82.0,0.0,0.0,7,4,0
2016-01-04 14:00:00,5.6,95.0,3.0,3.0,1,1,0
2016-12-26 11:00:00,0.2,99.0,1.0,0.0,12,1,0
2016-03-01 18:00:00,13.9,42.0,4.0,0.0,3,2,0
2018-04-23 01:00:00,10.3,88.0,2.0,0.0,4,1,0
2016-03-12 00:00:00,3.8,73.0,2.0,0.0,3,6,0
2017-12-25 04:00:00,1.6,97.0,0.0,0.0,12,1,0
2018-04-05 16:00:00,15.7,44.0,4.0,0.0,4,4,0
2016-12-06 21:00:00,7.3,93.0,0.0,0.0,12,2,0
2016-12-27 12:00:00,-0.1,99.0,0.0,0.0,12,2,0
2017-06-15 00:00:00,22.7,61.0,2.0,0.0,6,4,0
2016-02-09 19:00:00,7.7,83.0,9.0,0.2,2,2,0
2016-06-03 12:00:00,23.8,31.0,4.0,0.0,6,5,0
2017-08-28 21:00:00,19.2,65.0,3.0,0.0,8,1,0
2018-09-07 07:00:00,14.9,72.0,3.0,0.0,9,5,0
2016-04-13 06:00:00,5.8,91.0,5.0,6.0,4,3,0
2016-12-12 23:00:00,4.0,97.0,0.0,0.0,12,1,0
2017-06-15 10:00:00,30.1,38.0,1.0,0.0,6,4,0
2018-12-13 22:00:00,5.2,77.0,4.0,0.0,12,4,0
2016-12-07 17:00:00,10.0,83.0,1.0,0.0,12,3,0
2017-05-01 00:00:00,3.0,86.0,1.0,0.1,5,1,0
2017-04-25 14:00:00,16.9,52.0,4.0,0.0,4,2,0
2017-04-28 02:00:00,2.5,63.0,2.0,0.0,4,5,0
2017-09-25 07:00:00,9.5,87.0,1.0,0.0,9,1,0
2016-08-01 11:00:00,25.6,41.0,2.0,0.0,8,1,0
2018-11-17 21:00:00,10.8,83.0,2.0,0.0,11,6,0
2018-10-28 10:00:00,7.6,48.0,8.0,0.0,10,7,0
2018-05-27 13:00:00,19.0,57.0,4.0,0.0,5,7,0
2017-03-08 03:00:00,4.5,97.0,0.0,0.0,3,3,0
2016-01-16 16:00:00,8.2,53.0,3.0,0.0,1,6,0
2016-02-28 10:00:00,6.6,61.0,9.0,0.0,2,7,0
2018-05-09 16:00:00,20.0,42.0,7.0,0.0,5,3,0
2016-07-24 13:00:00,30.9,28.0,4.0,0.0,7,7,0
2017-02-12 05:00:00,4.6,86.0,3.0,0.0,2,7,0
2016-06-08 03:00:00,13.7,80.0,1.0,0.0,6,3,0
2016-04-09 17:00:00,11.3,53.0,5.0,0.0,4,6,0
2016-05-08 12:00:00,9.9,89.0,3.0,0.9,5,7,0
2016-07-08 03:00:00,17.6,75.0,1.0,0.0,7,5,0
2018-08-19 17:00:00,30.2,17.0,5.0,0.0,8,7,0
2016-06-24 00:00:00,15.2,83.0,1.0,0.0,6,5,0
2018-08-20 18:00:00,30.2,22.0,3.0,0.0,8,1,0
2016-08-19 15:00:00,23.8,58.0,3.0,0.0,8,5,0
2018-06-05 13:00:00,14.3,65.0,3.0,0.0,6,2,0
2016-12-14 02:00:00,6.3,91.0,1.0,0.0,12,3,0
2016-10-03 21:00:00,16.1,51.0,0.0,0.0,10,1,0
2017-03-28 16:00:00,15.4,48.0,4.0,0.0,3,2,0
2016-08-29 02:00:00,15.0,60.0,1.0,0.0,8,1,0
2016-10-25 02:00:00,10.6,89.0,2.0,0.0,10,2,0
2016-08-13 05:00:00,14.1,65.0,0.0,0.0,8,6,0
2017-07-18 16:00:00,31.4,18.0,5.0,0.0,7,2,0
2018-12-25 19:00:00,7.1,91.0,0.0,0.0,12,2,0
2018-07-18 12:00:00,27.9,46.0,2.0,0.0,7,3,0
2016-09-24 11:00:00,22.2,39.0,2.0,0.0,9,6,0
2018-06-05 18:00:00,13.2,81.0,3.0,0.5,6,2,0
2016-03-29 23:00:00,8.2,84.0,0.0,0.0,3,2,0
2017-01-09 21:00:00,4.4,85.0,0.0,0.0,1,1,0
2018-05-27 12:00:00,19.3,56.0,2.0,0.0,5,7,0
2018-02-05 08:00:00,-1.7,86.0,1.0,0.0,2,1,0
2016-06-05 22:00:00,16.8,62.0,2.0,0.0,6,7,0
2016-03-03 16:00:00,13.2,48.0,6.0,0.0,3,4,0
2017-08-23 16:00:00,34.6,19.0,3.0,0.0,8,3,0
2018-09-04 19:00:00,23.6,43.0,2.0,0.0,9,2,0
2018-12-22 10:00:00,9.3,99.0,2.0,0.1,12,6,0
2016-03-19 18:00:00,7.1,81.0,1.0,4.0,3,6,0
2017-03-12 16:00:00,9.5,55.0,8.0,0.0,3,7,0
2017-04-24 20:00:00,19.8,39.0,2.0,0.0,4,1,0
2016-05-06 15:00:00,12.6,93.0,5.0,0.4,5,5,0
2018-03-02 01:00:00,2.3,82.0,5.0,0.0,3,5,0
2017-01-17 08:00:00,-2.3,92.0,2.0,0.0,1,2,0
2016-01-02 06:00:00,4.9,86.0,4.0,1.0,1,6,0
2017-06-20 13:00:00,33.0,29.0,2.0,0.0,6,2,0
2018-02-10 07:00:00,-2.0,86.0,0.0,0.0,2,6,0
2017-11-26 22:00:00,3.0,76.0,0.0,0.0,11,7,0
2018-06-23 09:00:00,22.8,38.0,3.0,0.0,6,6,0
2018-10-05 17:00:00,24.7,24.0,2.0,0.0,10,5,0
2016-01-08 10:00:00,12.9,77.0,6.0,0.0,1,5,0
2017-11-22 18:00:00,13.2,44.0,5.0,0.0,11,3,0
2017-10-02 02:00:00,15.2,65.0,0.0,0.0,10,1,0
2017-09-08 15:00:00,29.3,11.0,4.0,0.0,9,5,0
2017-03-12 19:00:00,5.5,70.0,6.0,0.0,3,7,0
2017-06-18 20:00:00,30.6,25.0,3.0,0.0,6,7,0
2017-09-03 10:00:00,24.0,26.0,1.0,0.0,9,7,0
2016-01-16 08:00:00,-3.1,92.0,1.0,0.0,1,6,0
2018-04-01 17:00:00,15.9,46.0,7.0,0.0,4,7,0
2018-04-08 15:00:00,10.7,67.0,5.0,0.0,4,7,0
2017-09-03 00:00:00,16.7,43.0,1.0,0.0,9,7,0
2016-07-03 04:00:00,15.0,77.0,2.0,0.0,7,7,0
2018-08-13 03:00:00,16.2,76.0,2.0,0.0,8,1,0
2018-09-19 01:00:00,16.0,77.0,0.0,0.0,9,3,0
2017-08-13 20:00:00,27.8,18.0,3.0,0.0,8,7,0
2016-02-03 01:00:00,6.3,96.0,0.0,0.0,2,3,0
2018-12-25 06:00:00,2.1,99.0,0.0,0.2,12,2,0
2017-02-25 09:00:00,3.8,77.0,0.0,0.0,2,6,0
2016-12-28 20:00:00,4.7,88.0,0.0,0.0,12,3,0
2016-06-06 04:00:00,15.3,76.0,1.0,0.0,6,1,0
2017-12-27 06:00:00,5.0,81.0,6.0,16.0,12,3,0
2018-10-30 19:00:00,6.2,91.0,1.0,0.3,10,2,0
2016-12-15 23:00:00,3.8,99.0,1.0,3.0,12,4,0
2018-12-13 00:00:00,7.2,98.0,1.0,3.0,12,4,0
2017-12-24 09:00:00,-1.3,98.0,0.0,0.0,12,7,0
2017-07-14 20:00:00,30.1,30.0,2.0,0.0,7,5,0
2018-12-21 22:00:00,9.9,93.0,0.0,0.0,12,5,0
2018-06-14 14:00:00,25.3,39.0,4.0,0.0,6,4,0
2016-05-16 22:00:00,16.0,62.0,3.0,0.0,5,1,0
2018-05-05 00:00:00,9.0,66.0,1.0,0.0,5,6,0
2016-09-03 23:00:00,24.0,43.0,1.0,0.0,9,6,0
2017-04-19 04:00:00,8.8,60.0,1.0,0.0,4,3,0
2017-04-29 10:00:00,13.4,42.0,1.0,0.0,4,6,0
2016-05-23 23:00:00,14.2,58.0,0.0,0.0,5,1,0
2016-11-10 13:00:00,11.3,73.0,5.0,0.0,11,4,0
2018-10-06 15:00:00,20.7,40.0,5.0,0.0,10,6,0
2018-07-10 17:00:00,30.3,31.0,3.0,0.0,7,2,0
2016-05-03 12:00:00,21.4,33.0,2.0,0.0,5,2,0
2018-01-06 08:00:00,0.0,87.0,1.0,0.0,1,6,0
2018-01-19 20:00:00,7.3,67.0,4.0,0.0,1,5,0
2017-02-26 21:00:00,8.8,74.0,2.0,0.0,2,7,0
2017-02-23 17:00:00,18.2,38.0,3.0,0.0,2,4,0
2018-06-20 12:00:00,30.0,36.0,1.0,0.0,6,3,0
2017-10-07 23:00:00,12.8,30.0,0.0,0.0,10,6,0
2018-08-27 23:00:00,21.9,41.0,2.0,0.0,8,1,0
2016-06-07 18:00:00,27.6,29.0,1.0,0.0,6,2,0
2017-04-27 16:00:00,13.1,25.0,4.0,0.0,4,4,0
2018-06-21 01:00:00,19.8,77.0,0.0,0.0,6,4,0
2016-05-26 07:00:00,10.6,84.0,1.0,0.0,5,4,0
2017-10-05 02:00:00,13.9,64.0,0.0,0.0,10,4,0
2018-02-16 01:00:00,9.7,97.0,1.0,0.0,2,5,0
2016-12-21 23:00:00,5.3,92.0,0.0,0.0,12,3,0
2017-10-26 09:00:00,10.8,68.0,0.0,0.0,10,4,0
2016-12-27 19:00:00,5.1,89.0,0.0,0.0,12,2,0
2017-02-11 00:00:00,3.9,68.0,2.0,0.0,2,6,0
2016-07-11 18:00:00,23.4,45.0,6.0,0.0,7,1,0
2018-08-18 17:00:00,27.8,16.0,3.0,0.0,8,6,0
2018-06-27 12:00:00,25.3,54.0,4.0,0.0,6,3,0
2016-07-10 12:00:00,31.1,28.0,4.0,0.0,7,7,0
2018-09-06 05:00:00,12.8,85.0,0.0,0.0,9,4,0
2017-10-26 21:00:00,15.2,60.0,0.0,0.0,10,4,0
2017-12-07 11:00:00,2.7,79.0,1.0,0.0,12,4,0
2017-11-09 14:00:00,12.3,37.0,2.0,0.0,11,4,0
2016-11-25 11:00:00,4.6,78.0,4.0,0.0,11,5,0
2018-09-20 00:00:00,15.7,59.0,2.0,0.0,9,4,0
2016-09-01 12:00:00,28.7,34.0,2.0,0.0,9,4,0
2018-11-12 00:00:00,6.5,98.0,1.0,12.0,11,1,0
2017-01-10 04:00:00,7.6,60.0,1.0,0.0,1,2,0
2017-07-16 02:00:00,22.1,19.0,1.0,0.0,7,7,0
2017-03-31 22:00:00,6.1,95.0,2.0,0.1,3,5,0
2017-05-03 05:00:00,9.6,77.0,0.0,0.0,5,3,0
2018-11-21 11:00:00,9.5,76.0,2.0,0.0,11,3,0
2018-03-27 13:00:00,19.3,27.0,8.0,0.0,3,2,0
2017-06-16 02:00:00,22.4,48.0,4.0,0.0,6,5,0
2018-01-14 04:00:00,1.9,92.0,1.0,0.0,1,7,0
2016-10-25 15:00:00,16.3,75.0,3.0,0.0,10,2,0
2018-11-05 08:00:00,5.6,97.0,1.0,0.0,11,1,0
2017-04-29 02:00:00,7.6,53.0,3.0,0.0,4,6,0
2017-04-29 01:00:00,7.6,51.0,2.0,0.0,4,6,0
2016-10-22 07:00:00,9.7,95.0,0.0,0.3,10,6,0
2016-12-11 09:00:00,1.5,99.0,0.0,0.0,12,7,0
2018-08-04 10:00:00,31.3,27.0,1.0,0.0,8,6,0
2017-12-04 17:00:00,6.6,62.0,4.0,0.0,12,1,0
2017-09-23 04:00:00,13.7,74.0,0.0,0.0,9,6,0
2017-11-24 10:00:00,11.0,96.0,4.0,0.0,11,5,0
2017-11-09 00:00:00,2.8,80.0,0.0,0.0,11,4,0
2016-02-16 10:00:00,0.8,78.0,0.0,0.0,2,2,0
2017-12-23 01:00:00,2.2,96.0,0.0,0.0,12,6,0
2016-01-22 18:00:00,11.2,98.0,0.0,0.6,1,5,0
2018-06-18 10:00:00,23.3,45.0,1.0,0.0,6,1,0
2016-05-11 07:00:00,6.6,99.0,0.0,0.0,5,3,0
2016-04-16 10:00:00,10.9,96.0,2.0,0.1,4,6,0
2017-08-21 16:00:00,36.6,19.0,3.0,0.0,8,1,0
2018-02-28 18:00:00,0.6,97.0,1.0,13.0,2,3,0
2018-04-18 18:00:00,22.2,36.0,4.0,0.0,4,3,0
2018-11-05 15:00:00,6.3,90.0,1.0,0.1,11,1,0
2016-02-02 16:00:00,11.3,78.0,5.0,0.0,2,2,0
2017-05-02 20:00:00,17.9,46.0,1.0,0.0,5,2,0
2017-06-15 02:00:00,19.3,70.0,0.0,0.0,6,4,0
2018-01-14 16:00:00,7.1,65.0,2.0,0.0,1,7,0
2016-03-28 23:00:00,9.7,95.0,2.0,0.1,3,1,0
2018-11-11 12:00:00,9.9,92.0,4.0,7.0,11,7,0
2016-03-07 21:00:00,5.8,58.0,5.0,0.0,3,1,0
2018-04-03 15:00:00,9.6,69.0,7.0,0.0,4,2,0
2016-12-24 09:00:00,3.4,99.0,0.0,0.0,12,6,0
2018-10-30 18:00:00,6.2,92.0,0.0,6.0,10,2,0
2017-06-19 17:00:00,28.8,37.0,2.0,0.0,6,1,0
2016-07-17 11:00:00,32.2,21.0,1.0,0.0,7,7,0
2018-08-06 11:00:00,32.4,30.0,1.0,0.0,8,1,0
2016-10-02 07:00:00,9.3,76.0,0.0,0.0,10,7,0
