Local time in Braganca,temp,RH,wind,rain,month,day,class
2016-07-06 20:00:00,25.5,50.0,2.0,0.0,7,3,0
2016-05-18 10:00:00,18.9,55.0,3.0,0.0,5,3,0
2017-10-14 16:00:00,26.7,21.0,3.0,0.0,10,6,0
2016-01-14 02:00:00,6.1,91.0,2.0,0.0,1,4,0
2016-01-16 14:00:00,8.2,56.0,5.0,0.0,1,6,0
2018-12-31 17:00:00,11.6,51.0,2.0,0.0,12,1,0
2017-09-14 22:00:00,15.3,54.0,2.0,0.0,9,4,0
2017-09-20 13:00:00,25.3,25.0,2.0,0.0,9,3,0
2018-01-02 13:00:00,10.2,98.0,1.0,0.1,1,2,0
2016-07-09 02:00:00,18.6,54.0,1.0,0.0,7,6,0
2017-12-14 08:00:00,11.3,91.0,3.0,0.5,12,4,0
2017-07-08 08:00:00,21.6,54.0,1.0,0.0,7,6,0
2017-11-05 09:00:00,5.6,95.0,0.0,0.0,11,7,0
2016-07-02 21:00:00,23.5,53.0,2.0,0.0,7,6,0
2016-06-30 07:00:00,15.7,72.0,1.0,0.0,6,4,0
2018-02-05 19:00:00,1.7,51.0,1.0,0.0,2,1,0
2018-03-25 16:00:00,10.2,43.0,4.0,0.0,3,7,0
2016-06-17 08:00:00,12.3,76.0,3.0,0.0,6,5,0
2018-05-07 08:00:00,17.4,63.0,0.0,0.0,5,1,0
2016-07-12 21:00:00,17.6,48.0,3.0,0.0,7,2,0
2018-01-16 03:00:00,6.2,92.0,2.0,0.0,1,2,0
2018-08-17 01:00:00,18.3,62.0,1.0,0.0,8,5,0
2017-03-16 01:00:00,11.7,45.0,2.0,0.0,3,4,0
2016-06-13 02:00:00,16.7,81.0,4.0,0.0,6,1,0
2017-01-26 12:00:00,2.8,86.0,0.0,0.1,1,4,0
2016-01-10 16:00:00,8.7,87.0,6.0,4.0,1,7,0
2016-12-16 00:00:00,2.8,99.0,1.0,8.0,12,5,0
2017-04-22 17:00:00,22.1,18.0,2.0,0.0,4,6,0
2016-09-20 13:00:00,22.9,36.0,3.0,0.0,9,2,0
2016-12-09 05:00:00,2.2,99.0,0.0,0.0,12,5,0
2016-06-02 13:00:00,25.3,35.0,2.0,0.0,6,4,0
2017-04-30 22:00:00,4.2,78.0,3.0,0.0,4,7,0
2018-06-20 08:00:00,22.3,65.0,0.0,0.0,6,3,0
2018-11-02 02:00:00,9.1,98.0,1.0,0.1,11,5,0
2017-06-26 23:00:00,17.1,72.0,5.0,0.0,6,1,0
2016-05-05 05:00:00,11.4,70.0,0.0,0.0,5,4,0
2017-08-09 22:00:00,13.9,45.0,1.0,0.0,8,3,0
2016-01-25 02:00:00,7.5,96.0,0.0,0.0,1,1,0
2018-04-25 07:00:00,12.9,81.0,0.0,0.0,4,3,0
2016-02-17 22:00:00,2.2,98.0,1.0,0.0,2,3,0
2016-12-06 08:00:00,2.7,98.0,0.0,0.0,12,2,0
2017-03-14 03:00:00,6.2,70.0,3.0,0.0,3,2,0
2018-12-05 19:00:00,8.0,99.0,2.0,0.0,12,3,0
2016-09-30 14:00:00,24.2,37.0,5.0,0.0,9,5,0
2017-03-23 13:00:00,5.9,67.0,2.0,0.0,3,4,0
2016-05-09 23:00:00,7.8,99.0,1.0,0.0,5,1,0
2018-06-15 12:00:00,24.4,41.0,1.0,0.0,6,5,0
2018-01-20 19:00:00,9.7,78.0,6.0,0.0,1,6,0
2018-03-16 07:00:00,2.9,89.0,2.0,0.1,3,5,0
2016-07-16 09:00:00,22.9,33.0,2.0,0.0,7,6,0
2018-03-12 08:00:00,5.2,81.0,3.0,0.0,3,1,0
2018-08-27 20:00:00,25.7,36.0,1.0,0.0,8,1,0
2016-01-08 07:00:00,12.3,80.0,6.0,0.0,1,5,0
2017-05-31 22:00:00,19.6,62.0,2.0,0.0,5,3,0
2017-07-15 15:00:00,34.1,14.0,3.0,0.0,7,6,0
2017-12-17 20:00:00,3.1,69.0,0.0,0.0,12,7,0
2016-12-04 12:00:00,10.3,90.0,2.0,1.0,12,7,0
2016-12-18 01:00:00,5.9,84.0,3.0,0.0,12,7,0
2018-09-23 00:00:00,17.3,56.0,0.0,0.0,9,7,0
2018-03-09 17:00:00,10.2,97.0,2.0,5.0,3,5,0
2018-09-25 00:00:00,14.8,47.0,1.0,0.0,9,2,0
2017-03-31 11:00:00,11.4,63.0,4.0,0.0,3,5,0
2017-01-11 00:00:00,8.4,78.0,5.0,0.0,1,3,0
2016-06-12 17:00:00,25.0,55.0,3.0,0.0,6,7,0
2017-05-09 13:00:00,23.6,34.0,3.0,0.0,5,2,0
2017-07-09 07:00:00,17.5,72.0,1.0,0.0,7,7,0
2016-02-04 08:00:00,1.0,88.0,1.0,0.0,2,4,0
2016-05-28 14:00:00,14.5,70.0,3.0,0.1,5,6,0
2016-03-16 13:00:00,14.8,53.0,6.0,0.0,3,3,0
2017-04-28 01:00:00,3.3,59.0,5.0,0.0,4,5,0
2016-07-05 10:00:00,25.6,50.0,2.0,0.0,7,2,0
2017-08-15 11:00:00,26.7,29.0,3.0,0.0,8,2,0
2016-07-23 03:00:00,14.8,71.0,0.0,0.0,7,6,0
2018-04-19 14:00:00,23.8,32.0,5.0,0.0,4,4,0
2018-09-27 02:00:00,17.7,61.0,0.0,0.0,9,4,0
2018-06-14 02:00:00,12.9,77.0,2.0,0.0,6,4,0
2018-06-20 00:00:00,20.3,66.0,1.0,0.0,6,3,0
2017-09-01 11:00:00,20.9,44.0,2.0,0.0,9,5,0
2017-12-06 20:00:00,0.7,90.0,0.0,0.0,12,3,0
2017-09-22 11:00:00,21.1,46.0,3.0,0.0,9,5,0
2017-02-06 14:00:00,12.1,60.0,5.0,0.0,2,1,0
2016-05-12 21:00:00,9.3,81.0,3.0,0.4,5,4,0
2018-06-25 01:00:00,23.2,48.0,2.0,0.0,6,1,0
2016-08-04 08:00:00,22.4,63.0,2.0,0.0,8,4,0
2018-11-10 09:00:00,12.4,81.0,3.0,0.0,11,6,0
2016-11-28 19:00:00,7.8,80.0,1.0,0.0,11,1,0
2017-12-16 17:00:00,6.7,45.0,1.0,0.0,12,6,0
2017-06-20 11:00:00,29.8,33.0,1.0,0.0,6,2,0
2017-11-06 08:00:00,1.5,94.0,1.0,0.0,11,1,0
2018-10-02 22:00:00,15.3,30.0,1.0,0.0,10,2,0
2018-04-13 04:00:00,4.9,97.0,0.0,0.0,4,5,0
2017-10-15 20:00:00,23.6,30.0,0.0,0.0,10,7,0
2017-05-13 06:00:00,9.0,91.0,1.0,0.1,5,6,0
2016-10-28 21:00:00,14.7,78.0,1.0,0.0,10,5,0
2017-12-14 14:00:00,12.2,86.0,4.0,0.0,12,4,0
2017-12-17 13:00:00,6.6,57.0,0.0,0.0,12,7,0
2018-01-26 15:00:00,7.7,62.0,6.0,0.0,1,5,0
2016-01-09 10:00:00,6.2,87.0,5.0,0.0,1,6,0
2017-03-01 10:00:00,7.3,90.0,0.0,0.0,3,3,0
2017-11-05 10:00:00,6.6,92.0,1.0,0.0,11,7,0
2016-06-15 06:00:00,10.0,95.0,4.0,0.2,6,3,0
2018-06-10 03:00:00,10.4,98.0,0.0,3.0,6,7,0
2017-04-10 22:00:00,18.8,38.0,1.0,0.0,4,1,0
2017-12-30 17:00:00,11.4,75.0,2.0,0.0,12,6,0
2016-05-07 23:00:00,9.5,96.0,3.0,2.0,5,6,0
2018-10-05 11:00:00,22.7,32.0,1.0,0.0,10,5,0
2018-01-08 17:00:00,5.7,69.0,1.0,0.0,1,1,0
2018-03-28 07:00:00,5.8,82.0,5.0,0.0,3,3,0
2017-07-03 15:00:00,33.1,22.0,3.0,0.0,7,1,0
2016-01-25 10:00:00,6.9,99.0,1.0,0.0,1,1,0
2017-02-18 13:00:00,9.7,72.0,2.0,0.0,2,6,0
2018-03-25 05:00:00,2.8,84.0,2.0,0.0,3,7,0
2018-03-29 17:00:00,5.4,86.0,4.0,0.5,3,4,0
2018-05-09 17:00:00,18.1,51.0,6.0,0.0,5,3,0
2018-01-31 20:00:00,9.0,50.0,3.0,0.0,1,3,0
2017-02-19 17:00:00,13.8,47.0,2.0,0.0,2,7,0
2016-06-14 19:00:00,15.4,75.0,2.0,0.0,6,2,0
2018-10-30 00:00:00,4.3,92.0,3.0,0.2,10,2,0
2018-08-25 23:00:00,19.5,56.0,1.0,0.0,8,6,0
2018-06-17 01:00:00,17.1,49.0,2.0,0.0,6,7,0
2018-05-03 08:00:00,11.5,71.0,1.0,0.0,5,4,0
2017-05-28 12:00:00,20.3,62.0,8.0,0.0,5,7,0
2017-06-25 20:00:00,20.7,62.0,7.0,0.0,6,7,0
2018-09-22 09:00:00,19.4,66.0,1.0,0.0,9,6,0
2016-07-12 18:00:00,22.9,39.0,4.0,0.0,7,2,0
2016-01-15 16:00:00,9.9,44.0,1.0,0.0,1,5,0
2017-09-02 03:00:00,11.4,69.0,2.0,0.0,9,6,0
2016-01-06 06:00:00,3.1,91.0,3.0,0.7,1,3,0
2018-01-18 07:00:00,-1.4,96.0,1.0,0.0,1,4,0
2017-05-20 13:00:00,21.4,33.0,4.0,0.0,5,6,0
2018-10-26 04:00:00,7.2,84.0,1.0,0.0,10,5,0
2017-12-14 03:00:00,10.7,91.0,4.0,0.0,12,4,0
2017-04-19 13:00:00,19.2,18.0,6.0,0.0,4,3,0
2018-10-06 08:00:00,8.8,68.0,2.0,0.0,10,6,0
2017-01-29 04:00:00,5.0,97.0,0.0,0.2,1,7,0
2017-03-19 16:00:00,22.2,26.0,2.0,0.0,3,7,0
2016-09-10 04:00:00,12.4,76.0,0.0,0.0,9,6,0
2017-02-23 13:00:00,17.5,39.0,3.0,0.0,2,4,0
2017-01-30 08:00:00,10.8,90.0,4.0,0.0,1,1,0
2017-11-12 23:00:00,7.2,89.0,1.0,0.0,11,7,0
2018-02-28 15:00:00,0.7,96.0,1.0,1.0,2,3,0
2018-06-02 13:00:00,24.1,42.0,3.0,0.0,6,6,0
2018-01-04 21:00:00,9.8,82.0,4.0,0.0,1,4,0
2017-04-12 11:00:00,21.8,34.0,1.0,0.0,4,3,0
2017-02-23 16:00:00,19.1,35.0,2.0,0.0,2,4,0
2018-06-06 11:00:00,18.8,53.0,2.0,0.0,6,3,0
2018-07-01 14:00:00,18.1,71.0,5.0,0.0,7,7,0
2018-12-03 04:00:00,9.1,92.0,1.0,0.0,12,1,0
2018-01-26 14:00:00,7.7,59.0,5.0,0.0,1,5,0
2017-08-20 08:00:00,18.6,52.0,3.0,0.0,8,7,0
2018-06-30 01:00:00,17.5,89.0,3.0,1.0,6,6,0
2016-11-08 03:00:00,-0.7,92.0,0.0,0.0,11,2,0
2018-04-08 17:00:00,9.4,70.0,4.0,0.0,4,7,0
2016-04-08 03:00:00,3.3,70.0,1.0,0.0,4,5,0
2016-10-03 08:00:00,12.1,68.0,0.0,0.0,10,1,0
2016-06-21 15:00:00,32.8,27.0,2.0,0.0,6,2,0
2017-11-18 03:00:00,3.8,83.0,0.0,0.0,11,6,0
2018-12-17 09:00:00,2.1,97.0,1.0,0.0,12,1,0
2017-02-10 18:00:00,6.4,60.0,2.0,0.1,2,5,0
2018-12-26 12:00:00,3.7,99.0,0.0,0.0,12,3,0
2018-09-19 11:00:00,25.9,43.0,2.0,0.0,9,3,0
2016-09-13 01:00:00,17.7,68.0,1.0,0.0,9,2,0
2018-03-06 06:00:00,3.6,91.0,3.0,2.0,3,2,0
2018-10-22 00:00:00,16.2,63.0,2.0,0.0,10,1,0
2018-06-17 07:00:00,14.9,67.0,1.0,0.0,6,7,0
2018-02-27 07:00:00,-2.5,64.0,1.0,0.0,2,2,0
2017-01-28 09:00:00,2.9,99.0,0.0,0.0,1,6,0
2017-10-25 03:00:00,7.7,75.0,0.0,0.0,10,3,0
2017-10-07 14:00:00,27.4,12.0,4.0,0.0,10,6,0
2016-02-28 08:00:00,4.9,71.0,4.0,0.0,2,7,0
2017-08-04 13:00:00,33.0,31.0,3.0,0.0,8,5,0
2018-09-23 04:00:00,13.8,77.0,0.0,0.0,9,7,0
2018-01-08 16:00:00,7.4,62.0,2.0,0.0,1,1,0
2016-08-27 02:00:00,19.8,63.0,0.0,0.0,8,6,0
2018-06-25 17:00:00,31.5,37.0,2.0,0.0,6,1,0
2017-02-15 03:00:00,7.1,97.0,0.0,0.1,2,3,0
2018-05-01 22:00:00,7.9,59.0,1.0,0.0,5,2,0
2017-02-15 19:00:00,10.3,70.0,1.0,0.0,2,3,0
2018-09-11 09:00:00,21.2,59.0,1.0,0.0,9,2,0
2016-06-20 12:00:00,26.8,39.0,1.0,0.0,6,1,0
2017-12-07 01:00:00,-0.9,93.0,1.0,0.0,12,4,0
2018-01-16 16:00:00,10.7,85.0,2.0,0.0,1,2,0
2017-01-03 11:00:00,6.2,95.0,0.0,0.0,1,2,0
2017-05-29 23:00:00,14.9,79.0,1.0,0.0,5,1,0
2017-04-06 03:00:00,5.8,78.0,2.0,0.0,4,4,0
2018-09-24 16:00:00,28.1,37.0,2.0,0.0,9,1,0
2016-04-03 20:00:00,5.7,97.0,1.0,0.8,4,7,0
2018-02-13 10:00:00,0.3,97.0,1.0,0.2,2,2,0
2017-02-12 04:00:00,4.6,85.0,3.0,0.0,2,7,0
2016-10-04 05:00:00,8.2,82.0,0.0,0.0,10,2,0
2017-08-19 13:00:00,29.0,33.0,2.0,0.0,8,6,0
2018-07-07 01:00:00,16.5,80.0,1.0,0.0,7,6,0
2017-01-19 05:00:00,-4.2,81.0,1.0,0.0,1,4,0
2016-07-24 02:00:00,17.9,62.0,1.0,0.0,7,7,0
2016-05-01 10:00:00,10.7,46.0,3.0,0.0,5,7,0
2016-07-25 02:00:00,20.3,46.0,2.0,0.0,7,1,0
2016-05-04 12:00:00,23.9,26.0,1.0,0.0,5,3,0
2018-11-21 21:00:00,4.8,97.0,3.0,8.0,11,3,0
2017-09-19 05:00:00,7.6,90.0,0.0,0.0,9,2,0
2018-07-08 13:00:00,28.5,39.0,1.0,0.0,7,7,0
2016-01-26 05:00:00,6.7,99.0,1.0,0.0,1,2,0
2018-11-17 17:00:00,12.3,77.0,2.0,0.0,11,6,0
2017-11-23 01:00:00,11.6,53.0,3.0,0.0,11,4,0
2016-01-19 23:00:00,4.0,89.0,1.0,0.0,1,2,0
2016-05-30 11:00:00,15.8,55.0,1.0,0.0,5,1,0
2017-02-26 08:00:00,1.3,97.0,2.0,0.0,2,7,0
2016-02-14 16:00:00,3.3,76.0,8.0,0.0,2,7,0
2018-05-27 08:00:00,13.7,82.0,1.0,0.0,5,7,0
2016-08-15 16:00:00,32.3,23.0,2.0,0.0,8,1,0
2016-08-27 05:00:00,16.7,77.0,0.0,0.0,8,6,0
2017-09-23 02:00:00,14.7,67.0,1.0,0.0,9,6,0
2016-03-12 16:00:00,12.8,46.0,2.0,0.0,3,6,0
2018-06-18 02:00:00,18.6,53.0,3.0,0.0,6,1,0
2016-05-08 05:00:00,8.1,99.0,3.0,2.0,5,7,0
2017-08-22 20:00:00,27.6,30.0,3.0,0.0,8,2,0
2016-11-25 01:00:00,3.5,95.0,3.0,0.9,11,5,0
2017-03-15 01:00:00,10.6,36.0,2.0,0.0,3,3,0
2017-01-16 08:00:00,-4.3,96.0,0.0,0.0,1,1,0
2017-11-04 08:00:00,10.1,97.0,1.0,0.0,11,6,0
2017-09-30 22:00:00,16.9,57.0,1.0,0.0,9,6,0
2016-07-07 17:00:00,31.0,28.0,3.0,0.0,7,4,0
2016-03-10 15:00:00,11.1,47.0,6.0,0.0,3,4,0
2018-09-29 14:00:00,27.6,32.0,2.0,0.0,9,6,0
2018-12-20 22:00:00,9.4,80.0,1.0,0.0,12,4,0
2017-04-24 00:00:00,12.7,48.0,0.0,0.0,4,1,0
2018-06-30 17:00:00,20.4,61.0,5.0,0.0,6,6,0
2016-05-01 15:00:00,17.1,31.0,3.0,0.0,5,7,0
2018-10-27 08:00:00,7.4,65.0,1.0,0.0,10,6,0
2018-09-28 23:00:00,20.0,53.0,2.0,0.0,9,5,0
2017-09-22 17:00:00,24.0,31.0,1.0,0.0,9,5,0
2017-03-26 10:00:00,7.3,74.0,5.0,0.0,3,7,0
2017-02-23 04:00:00,4.3,80.0,0.0,0.0,2,4,0
2017-06-22 13:00:00,32.3,31.0,3.0,0.0,6,4,0
2018-03-27 03:00:00,8.3,73.0,7.0,0.0,3,2,0
2017-08-20 14:00:00,32.0,16.0,5.0,0.0,8,7,0
2016-08-06 12:00:00,28.6,25.0,3.0,0.0,8,6,0
2017-12-27 02:00:00,5.3,85.0,6.0,0.3,12,3,0
2016-03-19 23:00:00,4.5,93.0,0.0,0.0,3,6,0
2016-12-09 14:00:00,10.5,69.0,2.0,0.0,12,5,0
2017-10-18 12:00:00,13.4,65.0,3.0,2.0,10,3,0
2018-08-02 03:00:00,21.4,67.0,3.0,0.0,8,4,0
2018-07-04 13:00:00,22.5,45.0,3.0,0.0,7,3,0
2018-08-18 14:00:00,27.4,20.0,3.0,0.0,8,6,0
2018-09-30 15:00:00,28.1,21.0,6.0,0.0,9,7,0
2017-03-07 07:00:00,7.8,89.0,4.0,0.0,3,2,0
2018-02-12 14:00:00,7.6,43.0,4.0,0.0,2,1,0
2017-07-13 11:00:00,30.3,36.0,2.0,0.0,7,4,0
2018-04-14 22:00:00,10.1,73.0,2.0,0.0,4,6,0
2018-11-03 02:00:00,7.6,89.0,0.0,0.0,11,6,0
2018-06-12 00:00:00,13.0,80.0,2.0,0.0,6,2,0
2016-04-14 01:00:00,8.0,93.0,1.0,0.1,4,4,0
2018-11-15 12:00:00,14.0,72.0,2.0,0.0,11,4,0
2016-01-01 17:00:00,8.6,82.0,2.0,0.0,1,5,0
2016-07-14 20:00:00,24.4,22.0,1.0,0.0,7,4,0
2018-09-10 05:00:00,13.9,84.0,1.0,0.0,9,1,0
2018-07-23 07:00:00,19.2,64.0,2.0,0.0,7,1,0
2017-04-30 17:00:00,8.8,55.0,5.0,0.0,4,7,0
2016-04-08 23:00:00,6.6,71.0,1.0,0.0,4,5,0
2017-11-02 01:00:00,11.9,77.0,0.0,0.0,11,4,0
2018-07-22 03:00:00,13.9,83.0,1.0,0.0,7,7,0
2018-12-19 14:00:00,7.3,90.0,2.0,0.3,12,3,0
2017-10-17 19:00:00,14.3,54.0,2.0,0.0,10,2,0
2016-01-18 16:00:00,6.6,79.0,5.0,0.1,1,1,0
2018-12-24 02:00:00,4.0,98.0,0.0,0.1,12,1,0
2016-05-14 03:00:00,9.9,86.0,3.0,0.0,5,6,0
2018-05-01 21:00:00,9.0,56.0,3.0,0.0,5,2,0
2018-10-15 21:00:00,10.0,94.0,0.0,3.0,10,1,0
2017-06-27 20:00:00,16.1,75.0,3.0,0.1,6,2,0
2017-06-26 20:00:00,21.6,56.0,3.0,0.0,6,1,0
2016-10-11 04:00:00,6.2,88.0,0.0,0.0,10,2,0
2016-08-07 03:00:00,19.3,39.0,1.0,0.0,8,7,0
2016-10-27 21:00:00,16.7,66.0,0.0,0.0,10,4,0
2017-12-31 23:00:00,3.9,84.0,1.0,0.0,12,7,0
2016-12-14 11:00:00,7.2,99.0,1.0,0.7,12,3,0
2016-09-17 07:00:00,9.4,89.0,1.0,0.0,9,6,0
2016-07-27 15:00:00,34.7,22.0,2.0,0.0,7,3,0
2018-05-23 07:00:00,15.7,64.0,0.0,0.0,5,3,0
2018-08-04 08:00:00,25.4,41.0,1.0,0.0,8,6,0
2018-07-28 05:00:00,11.6,90.0,1.0,0.0,7,6,0
2018-10-09 12:00:00,19.4,38.0,2.0,0.0,10,2,0
2017-08-09 10:00:00,19.9,39.0,3.0,0.0,8,3,0
2018-08-13 00:00:00,17.9,70.0,3.0,0.0,8,1,0
2016-08-23 03:00:00,20.6,38.0,0.0,0.0,8,2,0
2016-12-11 07:00:00,0.9,99.0,0.0,0.0,12,7,0
2016-04-09 01:00:00,7.1,68.0,3.0,0.0,4,6,0
2016-03-08 18:00:00,9.2,57.0,3.0,0.0,3,2,0
2018-07-03 13:00:00,22.8,52.0,4.0,0.0,7,2,0
2018-02-17 10:00:00,7.7,77.0,0.0,0.0,2,6,0
2018-03-18 00:00:00,4.0,80.0,1.0,0.0,3,7,0
2016-12-12 00:00:00,6.1,97.0,1.0,0.0,12,1,0
2018-05-02 02:00:00,6.5,56.0,2.0,0.0,5,3,0
2018-08-05 15:00:00,35.2,25.0,1.0,0.0,8,7,0
2018-02-19 05:00:00,5.4,81.0,1.0,0.0,2,1,0
2017-08-21 10:00:00,30.3,19.0,2.0,0.0,8,1,0
2017-12-02 13:00:00,9.0,37.0,2.0,0.0,12,6,0
2016-09-02 08:00:00,21.4,50.0,0.0,0.0,9,5,0
2016-04-01 18:00:00,11.6,49.0,4.0,0.0,4,5,0
2016-07-12 07:00:00,14.4,71.0,0.0,0.0,7,2,0
2017-11-20 00:00:00,2.6,70.0,0.0,0.0,11,1,0
2016-06-06 00:00:00,14.7,69.0,1.0,0.0,6,1,0
2017-02-18 09:00:00,5.7,91.0,0.0,0.0,2,6,0
2018-04-18 03:00:00,5.9,85.0,1.0,0.0,4,3,0
2016-07-24 15:00:00,31.8,24.0,3.0,0.0,7,7,0
2017-11-05 07:00:00,3.8,95.0,0.0,0.0,11,7,0
2018-03-13 10:00:00,5.5,98.0,2.0,0.0,3,2,0
2016-03-24 20:00:00,12.6,58.0,2.0,0.0,3,4,0
2016-05-30 08:00:00,12.6,66.0,3.0,0.0,5,1,0
2018-03-22 01:00:00,0.3,73.0,1.0,0.0,3,4,0
2016-01-09 14:00:00,7.8,86.0,8.0,2.0,1,6,0
2016-09-12 02:00:00,16.2,74.0,1.0,0.0,9,1,0
2016-02-21 10:00:00,9.1,65.0,0.0,0.0,2,7,0
2018-04-27 10:00:00,15.6,48.0,4.0,0.0,4,5,0
2017-09-07 19:00:00,23.9,23.0,3.0,0.0,9,4,0
2018-05-26 13:00:00,18.3,54.0,1.0,0.0,5,6,0
2017-06-22 18:00:00,29.4,32.0,3.0,0.0,6,4,0
2017-12-16 23:00:00,-0.5,83.0,0.0,0.0,12,6,0
2018-08-16 08:00:00,20.7,55.0,0.0,0.0,8,4,0
2017-04-03 03:00:00,5.4,75.0,2.0,0.0,4,1,0
2018-03-02 23:00:00,4.9,77.0,1.0,0.0,3,5,0
2016-01-15 08:00:00,1.4,92.0,0.0,0.0,1,5,0
2016-01-10 15:00:00,8.8,87.0,6.0,4.0,1,7,0
2018-04-28 21:00:00,7.3,71.0,3.0,0.0,4,6,0
2017-04-23 09:00:00,16.0,39.0,1.0,0.0,4,7,0
2017-06-12 18:00:00,32.6,22.0,1.0,0.0,6,1,0
2017-08-30 13:00:00,22.8,57.0,1.0,0.0,8,3,0
2016-04-11 04:00:00,3.4,91.0,2.0,0.3,4,1,0
2016-10-07 05:00:00,6.6,62.0,0.0,0.0,10,5,0
2016-08-25 01:00:00,22.3,57.0,1.0,0.0,8,4,0
2017-03-23 14:00:00,6.9,57.0,4.0,0.0,3,4,0
2018-10-31 13:00:00,11.2,58.0,1.0,0.0,10,3,0
2016-03-09 01:00:00,1.2,89.0,1.0,0.0,3,3,0
2016-07-12 01:00:00,14.9,71.0,2.0,0.0,7,2,0
2017-01-08 20:00:00,8.0,58.0,1.0,0.0,1,7,0
2017-06-07 10:00:00,20.7,43.0,1.0,0.0,6,3,0
2017-09-01 10:00:00,20.0,48.0,2.0,0.0,9,5,0
2017-09-12 07:00:00,14.1,72.0,1.0,0.0,9,2,0
2018-10-01 22:00:00,13.3,54.0,1.0,0.0,10,1,0
2017-02-15 22:00:00,9.0,76.0,1.0,0.0,2,3,0
2017-10-14 14:00:00,27.8,22.0,1.0,0.0,10,6,0
2016-12-26 19:00:00,1.4,99.0,0.0,0.0,12,1,0
2018-10-31 12:00:00,11.2,71.0,3.0,0.0,10,3,0
2017-08-21 19:00:00,32.1,26.0,4.0,0.0,8,1,0
2017-12-24 22:00:00,3.2,94.0,0.0,0.0,12,7,0
2016-08-14 08:00:00,17.7,58.0,1.0,0.0,8,7,0
2017-08-25 10:00:00,21.3,41.0,1.0,0.0,8,5,0
2017-07-25 08:00:00,17.6,59.0,1.0,0.0,7,2,0
2018-07-08 21:00:00,21.7,56.0,1.0,0.0,7,7,0
2018-09-15 17:00:00,29.5,35.0,0.0,0.0,9,6,0
2018-04-10 16:00:00,6.8,71.0,6.0,0.0,4,2,0
2017-07-08 01:00:00,18.7,62.0,1.0,0.0,7,6,0
2016-12-11 18:00:00,9.4,85.0,1.0,0.1,12,7,0
2018-05-10 21:00:00,14.9,50.0,1.0,0.0,5,4,0
2017-12-24 20:00:00,3.9,93.0,0.0,0.0,12,7,0
2017-07-23 20:00:00,22.4,54.0,3.0,0.0,7,7,0
2018-11-23 22:00:00,5.8,97.0,4.0,0.0,11,5,0
2018-03-04 01:00:00,4.7,93.0,2.0,0.1,3,7,0
2018-12-13 10:00:00,5.8,79.0,7.0,0.0,12,4,0
2016-10-09 04:00:00,10.2,86.0,1.0,0.0,10,7,0
2017-02-02 07:00:00,9.3,83.0,7.0,2.0,2,4,0
2016-10-25 11:00:00,13.9,85.0,2.0,0.0,10,2,0
2018-09-14 15:00:00,30.5,29.0,1.0,0.0,9,5,0
2016-02-05 14:00:00,12.7,48.0,5.0,0.0,2,5,0
2017-08-31 04:00:00,12.3,88.0,1.0,0.0,8,4,0
2018-05-20 21:00:00,16.8,57.0,2.0,0.0,5,7,0
2016-07-29 11:00:00,32.7,27.0,3.0,0.0,7,5,0
2018-06-06 04:00:00,9.6,97.0,0.0,0.0,6,3,0
2017-05-18 17:00:00,16.3,38.0,5.0,0.0,5,4,0
2017-03-15 19:00:00,17.2,33.0,1.0,0.0,3,3,0
2018-06-10 01:00:00,10.4,97.0,2.0,0.0,6,7,0
2018-09-11 22:00:00,22.1,51.0,1.0,0.0,9,2,0
2016-12-15 20:00:00,3.3,99.0,1.0,0.1,12,4,0
2018-05-23 00:00:00,16.1,63.0,1.0,0.0,5,3,0
2017-09-01 13:00:00,24.2,33.0,2.0,0.0,9,5,0
2017-03-08 04:00:00,3.9,96.0,0.0,0.0,3,3,0
2018-11-21 10:00:00,6.8,87.0,3.0,1.0,11,3,0
2017-06-14 12:00:00,31.8,35.0,1.0,0.0,6,3,0
2017-08-24 03:00:00,17.5,76.0,0.0,0.0,8,4,0
2016-10-06 16:00:00,25.3,12.0,3.0,0.0,10,4,0
2017-01-24 10:00:00,0.3,75.0,1.0,0.0,1,2,0
2016-03-02 14:00:00,14.1,66.0,5.0,0.0,3,3,0
2016-11-29 02:00:00,2.0,97.0,1.0,0.0,11,2,0
2017-06-11 08:00:00,23.3,50.0,0.0,0.0,6,7,0
2018-09-12 11:00:00,25.1,44.0,1.0,0.0,9,3,0
2016-07-19 20:00:00,27.6,38.0,3.0,0.0,7,2,0
2017-06-24 22:00:00,20.4,50.0,2.0,0.0,6,6,0
2018-12-19 06:00:00,6.2,82.0,3.0,0.8,12,3,0
2016-04-03 07:00:00,4.9,86.0,4.0,0.2,4,7,0
2018-08-31 00:00:00,20.0,56.0,2.0,0.0,8,5,0
2016-06-24 14:00:00,26.8,34.0,3.0,0.0,6,5,0
2016-03-05 15:00:00,6.1,65.0,6.0,0.2,3,6,0
2017-06-06 01:00:00,13.7,92.0,2.0,0.1,6,2,0
2018-03-19 15:00:00,5.1,46.0,8.0,0.0,3,1,0
2016-07-18 21:00:00,26.9,45.0,3.0,0.0,7,1,0
2016-04-30 12:00:00,15.7,38.0,2.0,0.0,4,6,0
2018-09-09 19:00:00,21.7,51.0,1.0,0.0,9,7,0
2017-11-21 05:00:00,-2.1,83.0,0.0,0.0,11,2,0
2018-06-11 08:00:00,15.3,76.0,3.0,0.0,6,1,0
2018-08-31 09:00:00,21.3,55.0,2.0,0.0,8,5,0
2016-01-07 08:00:00,11.5,91.0,7.0,0.1,1,4,0
